task_name,source,category,preferred_interfaces,required_information_type,likely_failure_under_fixed_action_space,notes
craft_item:chest,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,inventory_or_tool_state;visual_target_localization,mid_level_skill_missing_parameter,Interaction tasks depend on selecting the correct object and passing the right action parameters.
craft_item:chiseled_stone_bricks,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:clay,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:clock,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:coal,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:coal_block,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:coarse_dirt,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:cobblestone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:cobblestone_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:cobblestone_wall,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:comparator,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:compass,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:composter,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:cooked_beef,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_chicken,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_cod,CrossAgent/STRL/data_processor/utils/task_list.json; CrossAgent/STRL/data_processor/task_suc_rate.json; rollout_debug directory names,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_mutton,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_porkchop,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_rabbit,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cooked_salmon,CrossAgent/STRL/data_processor/utils/task_list.json; CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:cookie,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:crafting_table,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,inventory_or_tool_state;visual_target_localization,mid_level_skill_missing_parameter,Interaction tasks depend on selecting the correct object and passing the right action parameters.
craft_item:crimson_planks,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:crimson_trapdoor,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:crossbow,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:cut_sandstone,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:cyan_terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:dark_oak_boat,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:dark_oak_button,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,inventory_or_tool_state;visual_target_localization,mid_level_skill_missing_parameter,Interaction tasks depend on selecting the correct object and passing the right action parameters.
craft_item:dark_oak_door,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
